party,state,score,year,child_score,women_score,foreign_score,rural_score,financial,absentee
Democrat,NA,0.509166666666667,2012,0.75,0.38875,NA,NA,0.75,NA
Democrat,NA,0.454166666666667,2012,0.75,0.30625,NA,NA,0.25,NA
Democrat,NA,0.349166666666667,2012,0.5,0.27375,NA,NA,0.25,NA
Democrat,NA,0.409090909090909,2012,0.5,0.35714285714285715,NA,NA,0.5,NA
Democrat,NA,0.458333333333333,2012,0.5,0.4375,NA,NA,0.25,NA
Democrat,california,0.530833333333333,2012,0.5,0.54625,NA,NA,0.75,NA
Democrat,california,0.586666666666667,2012,1,0.38,NA,NA,0,NA
Democrat,NA,0.608333333333333,2012,0.875,0.475,NA,NA,0,NA
Democrat,texas,0.523636363636364,2012,1,0.25142857142857145,NA,NA,1,NA
Democrat,NA,0.384166666666667,2012,0.25,0.45125,NA,NA,0,NA
Democrat,NA,0.640833333333333,2012,1,0.46125,NA,NA,0.5,NA
Democrat,NA,0.617272727272727,2012,1,0.3985714285714286,NA,NA,1,NA
Independent,NA,0.600833333333333,2012,0.75,0.52625,NA,NA,0.25,NA
Independent,NA,0.725833333333333,2012,1,0.58875,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
NA,NA,0.599166666666667,2012,0.75,0.52375,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Independent,NA,0.251666666666667,2012,0.25,0.2525,NA,NA,0.25,NA
NA,NA,0.500833333333333,2012,0.5,0.50125,NA,NA,0.75,NA
Independent,NA,0.546666666666667,2012,0.5,0.57,NA,NA,0.75,NA
Independent,NA,0.3225,2012,0.25,0.35875,NA,NA,0.75,NA
Independent,colorado,0.6,2012,0.75,0.525,NA,NA,1,NA
Independent,NA,0.525,2012,0.5,0.5375,NA,NA,0.25,NA
Independent,florida,0.474166666666667,2012,1,0.21125,NA,NA,0.5,NA
Independent,NA,0.435454545454545,2012,0.5,0.3985714285714286,NA,NA,0.25,NA
Independent,NA,0.504285714285714,2012,0.5,0.51,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Independent,NA,0.5025,2012,0.5,0.50375,NA,NA,0.75,NA
Independent,NA,0.516666666666667,2012,0.75,0.4,NA,NA,1,NA
Independent,NA,0.509166666666667,2012,0.5,0.51375,NA,NA,0.25,NA
Independent,NA,0.48,2012,0.625,0.39714285714285713,NA,NA,0,NA
Independent,NA,0.418333333333333,2012,0.5,0.3775,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
Independent,florida,0.41875,2012,0.5,0.3375,NA,NA,0.5,NA
Independent,NA,0.3775,2012,0.5,0.31625000000000003,NA,NA,0.75,NA
Independent,NA,0.656666666666667,2012,0.75,0.61,NA,NA,0.5,NA
Independent,NA,0.385833333333333,2012,0.25,0.45375,NA,NA,1,NA
Independent,NA,0.57625,2012,0.5,0.6525,NA,NA,0.75,NA
NA,NA,0.461666666666667,2012,0.5,0.4425,NA,NA,0.25,NA
Independent,NA,0.49,2012,0.5,0.485,NA,NA,0.75,NA
NA,NA,0.509166666666667,2012,0.5,0.51375,NA,NA,0.75,NA
NA,florida,0.697272727272727,2012,0.75,0.6671428571428571,NA,NA,1,NA
Independent,NA,0.577272727272727,2012,0.625,0.55,NA,NA,0.75,NA
Independent,florida,0.39,2012,0.25,0.46,NA,NA,0.75,NA
NA,NA,0.564166666666667,2012,0.625,0.53375,NA,NA,0.25,NA
NA,NA,0.564166666666667,2012,0.5,0.59625,NA,NA,0.25,NA
NA,NA,0.44,2012,0.5,0.41,NA,NA,0.75,NA
NA,NA,0.669166666666667,2012,0.75,0.62875,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Independent,NA,0.793333333333333,2012,1,0.69,NA,NA,1,NA
Independent,NA,0.591666666666667,2012,1,0.3875,NA,NA,0.75,NA
Independent,NA,0.625,2012,0.625,NA,NA,NA,NA,NA
Independent,NA,0.474166666666667,2012,0.5,0.46125,NA,NA,0.25,NA
Independent,NA,0.634166666666667,2012,1,0.45125,NA,NA,0,NA
Independent,NA,0.730833333333333,2012,0.75,0.72125,NA,NA,0.25,NA
Independent,NA,0.5575,2012,1,0.33625,NA,NA,0,NA
Independent,NA,0.426666666666667,2012,0,0.64,NA,NA,0.5,NA
Independent,florida,0.7125,2012,1,0.56875,NA,NA,0.75,NA
Independent,NA,0.5375,2012,0.5,0.55625,NA,NA,1,NA
Independent,florida,0.6975,2012,1,0.54625,NA,NA,0.75,NA
Independent,NA,0.46,2012,0.5,0.44,NA,NA,0.25,NA
Independent,NA,0.516666666666667,2012,0.75,0.4,NA,NA,0,NA
Independent,NA,0.655833333333333,2012,0.875,0.54625,NA,NA,0,NA
Independent,florida,0.4825,2012,0.625,0.41125,NA,NA,0.25,NA
Independent,NA,0.655,2012,0.875,0.545,NA,NA,0,NA
Independent,florida,0.653333333333333,2012,0.875,0.5425,NA,NA,0.25,NA
Independent,NA,0.6775,2012,1,0.51625,NA,NA,0.5,NA
Independent,NA,0.598333333333333,2012,0.5,0.6475,NA,NA,0,NA
Independent,NA,0.475833333333333,2012,0.625,0.40125,NA,NA,0.75,NA
Independent,NA,0.625,2012,1,0.4375,NA,NA,0.5,NA
Independent,NA,0.495,2012,0.5,0.4925,NA,NA,0.5,NA
Independent,NA,0.666666666666667,2012,0.875,0.5625,NA,NA,1,NA
Independent,NA,0.3575,2012,0.25,0.41125,NA,NA,0.75,NA
Independent,nebraska,0.5375,2012,0.75,0.43125,NA,NA,0.25,NA
Independent,NA,0.646666666666667,2012,0.75,0.595,NA,NA,0.75,NA
Independent,NA,0.635,2012,0.625,0.64,NA,NA,0,NA
Independent,NA,0.521666666666667,2012,0.5,0.5325,NA,NA,0.5,NA
Independent,NA,0.5725,2012,0.5,0.60875,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Independent,NA,0.6075,2012,1,0.41125,NA,NA,0.25,NA
Independent,NA,0.533636363636364,2012,0.5,0.5528571428571428,NA,NA,0.75,NA
Independent,texas,0.703333333333333,2012,1,0.555,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Independent,NA,0.484166666666667,2012,0.25,0.6012500000000001,NA,NA,0.75,NA
Independent,georgia,0.433333333333333,2012,0.5,0.4,NA,NA,0.75,NA
Independent,NA,0.580833333333333,2012,0.75,0.49625,NA,NA,0.75,NA
Independent,NA,0.5025,2012,0.5,0.50375,NA,NA,0.25,NA
Independent,georgia,0.660833333333333,2012,0.75,0.61625,NA,NA,0.25,NA
Independent,NA,0.399166666666667,2012,0,0.59875,NA,NA,0.75,NA
Independent,NA,0.5375,2012,0.75,0.43125,NA,NA,0,NA
NA,georgia,0.5925,2012,0.75,0.51375,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
NA,NA,0.4675,2012,0.625,0.38875,NA,NA,1,NA
NA,NA,0.570833333333333,2012,0.5,0.60625,NA,NA,0.75,NA
NA,NA,0.608333333333333,2012,1,0.4125,NA,NA,0.25,NA
NA,NA,0.42,2012,0.375,0.4425,NA,NA,0.5,NA
NA,NA,0.634166666666667,2012,0.875,0.51375,NA,NA,0.25,NA
NA,NA,0.501666666666667,2012,0.75,0.3775,NA,NA,0.25,NA
NA,NA,0.695833333333333,2012,1,0.54375,NA,NA,1,NA
NA,NA,0.668333333333333,2012,1,0.5025,NA,NA,1,NA
NA,NA,0.599166666666667,2012,1,0.39875,NA,NA,0,NA
NA,georgia,0.455,2012,0.5,0.4325,NA,NA,0.25,NA
NA,NA,0.531666666666667,2012,0.5,0.5475,NA,NA,0.25,NA
NA,NA,0.709166666666667,2012,0.875,0.62625,NA,NA,0,NA
Republican,NA,0.230833333333333,2012,0.375,0.15875,NA,NA,0.5,NA
Republican,NA,0.71,2012,1,0.565,NA,NA,0.5,NA
Democrat,NA,0.3225,2012,0.25,0.35875,NA,NA,0.5,NA
Democrat,illinois,0.4125,2012,0.5,0.36875,NA,NA,0.25,NA
Democrat,NA,0.175833333333333,2012,0,0.26375,NA,NA,0.5,NA
Democrat,NA,0.604166666666667,2012,0.75,0.53125,NA,NA,1,NA
Democrat,NA,0.835,2012,1,0.7525,NA,NA,0.5,NA
Democrat,NA,0.671,2012,1,0.45166666666666666,NA,NA,0.5,NA
Democrat,NA,0.538333333333333,2012,0.75,0.4325,NA,NA,0.25,NA
Democrat,NA,0.489090909090909,2012,0.5,0.4828571428571429,NA,NA,0.25,NA
Democrat,NA,0.806363636363636,2012,1,0.6957142857142857,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.656666666666667,2012,0.75,0.61,NA,NA,0.75,NA
Democrat,NA,0.558333333333333,2012,0.75,0.4625,NA,NA,0.5,NA
Democrat,NA,0.524166666666667,2012,0.75,0.41125,NA,NA,0,NA
Democrat,NA,0.600833333333333,2012,1,0.40125,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,1,NA
Democrat,NA,0.67,2012,1,0.505,NA,NA,0.25,NA
Democrat,NA,0.385,2012,0.25,0.4525,NA,NA,0.25,NA
Democrat,NA,0.480909090909091,2012,0.5,0.47,NA,NA,0.75,NA
Democrat,NA,0.5225,2012,0.75,0.40875,NA,NA,0.5,NA
Democrat,NA,0.378333333333333,2012,0.25,0.4425,NA,NA,0.25,NA
Democrat,NA,0.4125,2012,0.5,0.36875,NA,NA,0.5,NA
Democrat,NA,0.503333333333333,2012,0.75,0.38,NA,NA,0.5,NA
Democrat,NA,0.405,2012,0.5,0.3575,NA,NA,0.5,NA
Democrat,NA,0.3075,2012,0.375,0.27375,NA,NA,0.5,NA
Democrat,michigan,0.62,2012,0.75,0.555,NA,NA,1,NA
Democrat,NA,0.489166666666667,2012,0.75,0.35875,NA,NA,0.25,NA
Democrat,NA,0.616363636363636,2012,1,0.39714285714285713,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.425833333333333,2012,0.5,0.38875,NA,NA,0.25,NA
Democrat,NA,0.405833333333333,2012,0.25,0.48375,NA,NA,0.25,NA
Democrat,NA,0.336666666666667,2012,0,0.505,NA,NA,0.5,NA
Democrat,NA,0.384166666666667,2012,0.25,0.45125,NA,NA,0.25,NA
Democrat,NA,0.503333333333333,2012,0.75,0.38,NA,NA,0,NA
Independent,NA,0.398333333333333,2012,0.5,0.3475,NA,NA,0.25,NA
Republican,iowa,0.775833333333333,2012,1,0.66375,NA,NA,0,NA
Independent,NA,0.503636363636364,2012,0.625,0.4342857142857143,NA,NA,0.5,NA
Independent,NA,0.44,2012,0.5,0.41000000000000003,NA,NA,1,NA
Independent,NA,0.384166666666667,2012,0.5,0.32625,NA,NA,0.75,NA
Independent,NA,0.936,2012,1,0.68,NA,NA,0.25,NA
Republican,NA,0.600833333333333,2012,0.75,0.52625,NA,NA,1,NA
Independent,NA,0.51,2012,0.75,0.39,NA,NA,0.5,NA
Republican,NA,0.4475,2012,0.25,0.54625,NA,NA,0.5,NA
Independent,NA,0.668333333333333,2012,0.75,0.6275,NA,NA,0.5,NA
Independent,NA,0.378333333333333,2012,0,0.5675,NA,NA,0,NA
Independent,NA,0.704545454545455,2012,0.75,0.6785714285714286,NA,NA,1,NA
Independent,NA,0.551666666666667,2012,0.75,0.4525,NA,NA,0.5,NA
Independent,NA,0.573333333333333,2012,0.75,0.485,NA,NA,0.5,NA
Independent,NA,0.566666666666667,2012,0.75,0.475,NA,NA,0.75,NA
Independent,NA,0.668333333333333,2012,0.875,0.565,NA,NA,0.25,NA
Independent,NA,0.564166666666667,2012,1,0.34625,NA,NA,1,NA
Independent,kansas,0.646666666666667,2012,0.75,0.595,NA,NA,0.25,NA
Independent,NA,0.475833333333333,2012,0.5,0.46375,NA,NA,0.75,NA
Independent,NA,0.71,2012,1,0.565,NA,NA,0.5,NA
Independent,NA,0.442727272727273,2012,0.5,0.41000000000000003,NA,NA,0,NA
Republican,NA,0.614166666666667,2012,1,0.42125,NA,NA,0.75,NA
Republican,kentucky,0.274166666666667,2012,0,0.41125,NA,NA,0.25,NA
Republican,NA,0.301666666666667,2012,0.125,0.39,NA,NA,0.5,NA
Republican,kentucky,0.315833333333333,2012,0,0.47375,NA,NA,0.25,NA
Republican,alabama,0.675833333333333,2012,1,0.51375,NA,NA,0.5,NA
Republican,NA,0.718333333333333,2012,0.75,0.7025,NA,NA,0,NA
NA,NA,0.6125,2012,1,0.41875,NA,NA,0.75,NA
NA,NA,0.503333333333333,2012,0.5,0.505,NA,NA,NA,NA
NA,NA,0.44,2012,0.5,0.41,NA,NA,1,NA
NA,NA,0.4675,2012,0.75,0.32625000000000004,NA,NA,0.5,NA
NA,louisiana,0.335,2012,0.5,0.2525,NA,NA,0.25,NA
Democrat,NA,0.469166666666667,2012,0.5,0.45375,NA,NA,0.25,NA
Democrat,NA,0.495,2012,0.625,0.43,NA,NA,0.75,NA
Democrat,louisiana,0.585833333333333,2012,1,0.37875000000000003,NA,NA,0,NA
Democrat,NA,0.73,2012,1,0.595,NA,NA,0.25,NA
Democrat,NA,0.6275,2012,0.75,0.56625,NA,NA,0.5,NA
NA,NA,0.384166666666667,2012,0.5,0.32625,NA,NA,0.5,NA
NA,NA,0.648333333333333,2012,1,0.4725,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
NA,NA,0.501666666666667,2012,0.5,0.5025,NA,NA,0.5,NA
NA,louisiana,0.300833333333333,2012,0.5,0.20124999999999998,NA,NA,0.25,NA
NA,NA,0.4175,2012,0.5,0.37625,NA,NA,0.75,NA
NA,louisiana,0.37,2012,0.5,0.305,NA,NA,0.25,NA
NA,NA,0.516666666666667,2012,0.75,0.4,NA,NA,0.5,NA
NA,louisiana,0.509166666666667,2012,1,0.26375,NA,NA,0.25,NA
NA,louisiana,0.503333333333333,2012,0.75,0.38,NA,NA,0.25,NA
NA,louisiana,0.535833333333333,2012,1,0.30375,NA,NA,0.25,NA
NA,louisiana,0.314166666666667,2012,0.5,0.22125,NA,NA,0,NA
Democrat,NA,0.67,2012,0.75,0.6242857142857143,NA,NA,0,NA
Democrat,NA,0.613333333333333,2012,0.75,0.504,NA,NA,0.75,NA
Democrat,NA,0.536666666666667,2012,0.75,0.43,NA,NA,0.25,NA
Democrat,NA,0.564166666666667,2012,0.75,0.47125,NA,NA,0,NA
Democrat,NA,0.585454545454545,2012,0.75,0.49142857142857144,NA,NA,0,NA
Democrat,NA,0.48,2012,0.625,0.39714285714285713,NA,NA,0.5,NA
Democrat,NA,0.552,2012,0.75,0.42,NA,NA,0.25,NA
NA,louisiana,0.188333333333333,2012,0,0.2825,NA,NA,0.75,NA
NA,NA,0.216666666666667,2012,0.25,0.2,NA,NA,1,NA
NA,louisiana,0.601666666666667,2012,0.75,0.5275,NA,NA,0.5,NA
NA,NA,0.355833333333333,2012,0.5,0.28375,NA,NA,0,NA
NA,louisiana,0.523333333333333,2012,0.625,0.47250000000000003,NA,NA,0.25,NA
Democrat,NA,0.695,2012,1,0.5425,NA,NA,NA,NA
Democrat,NA,0.508333333333333,2012,0.75,0.3875,NA,NA,0.25,NA
Democrat,NA,0.440833333333333,2012,0.5,0.41125,NA,NA,0.5,NA
Democrat,NA,0.598333333333333,2012,1,0.3975,NA,NA,0,NA
Democrat,NA,0.7875,2012,1,0.68125,NA,NA,0.5,NA
Democrat,NA,0.398333333333333,2012,0.5,0.34750000000000003,NA,NA,0.5,NA
Democrat,NA,0.461666666666667,2012,0.5,0.4425,NA,NA,0.25,NA
Democrat,louisiana,0.5025,2012,0.625,0.44125000000000003,NA,NA,0.25,NA
Democrat,NA,0.558333333333333,2012,0.75,0.4625,NA,NA,0.75,NA
Democrat,NA,0.516666666666667,2012,0.625,0.4625,NA,NA,0,NA
Democrat,louisiana,0.6675,2012,0.875,0.56375,NA,NA,0.25,NA
Democrat,NA,0.434166666666667,2012,0.5,0.40125,NA,NA,0.25,NA
NA,louisiana,NA,2012,NA,NA,NA,NA,0,NA
Democrat,louisiana,0.5375,2012,0.875,0.36875,NA,NA,0,NA
NA,NA,0.548181818181818,2012,0.75,0.4328571428571429,NA,NA,0.25,NA
NA,NA,0.455,2012,0.5,0.4325,NA,NA,0.25,NA
Independent,NA,0.7325,2012,1,0.59875,NA,NA,1,NA
Independent,NA,0.547272727272727,2012,1,0.2885714285714286,NA,NA,0,NA
Independent,NA,0.605,2012,1,0.4075,NA,NA,0.25,NA
Independent,NA,0.535,2012,1,0.3025,NA,NA,0.25,NA
Independent,NA,0.619166666666667,2012,1,0.42875,NA,NA,0.75,NA
Independent,NA,0.258333333333333,2012,0,0.3875,NA,NA,0.75,NA
Independent,NA,0.576666666666667,2012,1,0.365,NA,NA,1,NA
Independent,NA,0.730833333333333,2012,0.75,0.72125,NA,NA,0.5,NA
Independent,NA,0.605833333333333,2012,1,0.40875,NA,NA,0,NA
Independent,NA,0.551666666666667,2012,1,0.3275,NA,NA,0,NA
Independent,massachusetts,0.504444444444444,2012,0.5,0.508,NA,NA,0.5,NA
Independent,NA,0.618333333333333,2012,1,0.4275,NA,NA,0.5,NA
Independent,NA,0.649166666666667,2012,1,0.47375,NA,NA,0,NA
Independent,NA,0.661666666666667,2012,1,0.4925,NA,NA,0,NA
Independent,NA,0.42,2012,0.5,0.38,NA,NA,0.25,NA
Independent,NA,0.585833333333333,2012,0.5,0.62875,NA,NA,0.25,NA
Independent,NA,0.731666666666667,2012,1,0.5975,NA,NA,0.75,NA
Independent,massachusetts,0.524166666666667,2012,0.5,0.53625,NA,NA,1,NA
Independent,massachusetts,0.654166666666667,2012,1,0.48125,NA,NA,0.25,NA
Independent,NA,0.42,2012,0.25,0.505,NA,NA,0,NA
Independent,NA,0.78,2012,1,0.67,NA,NA,0.25,NA
Democrat,NA,0.356666666666667,2012,0.25,0.41000000000000003,NA,NA,0.5,NA
Democrat,NA,0.441666666666667,2012,0.25,0.5375,NA,NA,1,NA
Democrat,NA,0.67,2012,0.6666666666666666,0.6733333333333333,NA,NA,0.25,NA
Democrat,michigan,0.281666666666667,2012,0,0.4225,NA,NA,0.25,NA
Democrat,michigan,0.306363636363636,2012,0.125,0.41000000000000003,NA,NA,0.25,NA
Democrat,michigan,0.4475,2012,0.5,0.42125,NA,NA,0.25,NA
Democrat,NA,0.495,2012,0.25,0.6175,NA,NA,0.25,NA
Democrat,NA,0.4475,2012,0.625,0.35875,NA,NA,0.25,NA
Democrat,NA,0.239166666666667,2012,0,0.35875,NA,NA,0.5,NA
Democrat,NA,0.628333333333333,2012,1,0.4425,NA,NA,0.5,NA
NA,NA,0.503333333333333,2012,0.5,0.505,NA,NA,0.75,NA
NA,NA,0.815,2012,1,0.63,NA,NA,NA,NA
NA,NA,0.461666666666667,2012,0.5,0.4425,NA,NA,0.25,NA
NA,NA,0.599166666666667,2012,0.75,0.52375,NA,NA,0.75,NA
NA,michigan,0.3125,2012,0,0.46875,NA,NA,0.5,NA
NA,NA,0.618333333333333,2012,1,0.4275,NA,NA,0.25,NA
NA,NA,0.656666666666667,2012,0.875,0.5475,NA,NA,0.25,NA
NA,michigan,NA,2012,NA,NA,NA,NA,0.75,NA
NA,NA,0.55,2012,0.5,0.575,NA,NA,1,NA
Democrat,NA,0.563636363636364,2012,0.5,0.6,NA,NA,0.5,NA
Democrat,NA,0.5,2012,0.625,0.4375,NA,NA,0.5,NA
Democrat,NA,0.44,2012,0.5,0.41000000000000003,NA,NA,0,NA
Democrat,NA,0.49,2012,0.5,0.485,NA,NA,0.5,NA
Democrat,NA,0.5025,2012,0.5,0.50375,NA,NA,0.75,NA
Democrat,NA,0.523333333333333,2012,0.75,0.41000000000000003,NA,NA,0,NA
Democrat,NA,0.469166666666667,2012,0.375,0.51625,NA,NA,0.25,NA
Democrat,NA,0.579166666666667,2012,1,0.36875,NA,NA,0,NA
Democrat,NA,0.481666666666667,2012,0.625,0.41000000000000003,NA,NA,0,NA
NA,NA,0.225,2012,0,0.3375,NA,NA,0.75,NA
NA,NA,0.329166666666667,2012,0.25,0.36875,NA,NA,0.25,NA
NA,NA,0.369166666666667,2012,0.5,0.30375,NA,NA,0.25,NA
NA,NA,0.259,2012,0,0.32375,NA,NA,0.5,NA
NA,NA,0.3975,2012,0.5,0.34625,NA,NA,0.25,NA
NA,NA,0.4125,2012,0.5,0.36875,NA,NA,0.5,NA
NA,NA,0.35,2012,0.25,0.4,NA,NA,0.25,NA
NA,NA,0.236363636363636,2012,0,0.37142857142857144,NA,NA,0.75,NA
NA,NA,0.196666666666667,2012,0,0.295,NA,NA,0,NA
NA,NA,0.669166666666667,2012,1,0.50375,NA,NA,0.25,NA
NA,NA,0.6,2012,0.875,0.4625,NA,NA,0.75,NA
NA,NA,0.538333333333333,2012,0.5,0.5575,NA,NA,0.25,NA
NA,minnesota,0.286666666666667,2012,0.25,0.305,NA,NA,0,NA
NA,NA,0.425833333333333,2012,0.75,0.26375,NA,NA,0.75,NA
NA,minnesota,0.523333333333333,2012,0.875,0.34750000000000003,NA,NA,0.5,NA
NA,NA,0.516363636363636,2012,1,0.24,NA,NA,0.75,NA
NA,minnesota,0.586666666666667,2012,1,0.38,NA,NA,0,NA
NA,minnesota,0.594166666666667,2012,0.875,0.45375,NA,NA,0.25,NA
NA,NA,0.515833333333333,2012,0.875,0.33625,NA,NA,0,NA
NA,NA,0.562727272727273,2012,0.75,0.45571428571428574,NA,NA,0.25,NA
NA,NA,0.750833333333333,2012,0.75,0.75125,NA,NA,0,NA
NA,NA,0.47,2012,0.5,0.45285714285714285,NA,NA,0.5,NA
NA,NA,0.441666666666667,2012,0.5,0.4125,NA,NA,0.75,NA
NA,NA,0.613333333333333,2012,0.75,0.545,NA,NA,0,NA
NA,NA,0.46,2012,1,0.19,NA,NA,0.25,NA
NA,NA,0.382727272727273,2012,0.25,0.4585714285714286,NA,NA,0.5,NA
NA,NA,0.585833333333333,2012,0.75,0.50375,NA,NA,1,NA
NA,NA,0.355,2012,0.5,0.2825,NA,NA,0.75,NA
Republican,NA,0.655833333333333,2012,1,0.48375,NA,NA,0.25,NA
Republican,mississippi,0.530833333333333,2012,0.5,0.54625,NA,NA,0.25,NA
Independent,NA,0.689166666666667,2012,0.75,0.65875,NA,NA,1,NA
Republican,NA,0.814166666666667,2012,1,0.72125,NA,NA,0.75,NA
Republican,NA,0.503333333333333,2012,0.75,0.38,NA,NA,0.25,NA
Republican,NA,0.664166666666667,2012,1,0.49624999999999997,NA,NA,0.75,NA
Republican,NA,0.6275,2012,1,0.44125000000000003,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
Republican,NA,0.621666666666667,2012,1,0.4325,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Republican,NA,0.57,2012,0.75,0.48,NA,NA,0.25,NA
Democrat,missouri,0.649166666666667,2012,1,0.47375,NA,NA,0,NA
Democrat,NA,0.446666666666667,2012,0.5,0.42,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Democrat,NA,0.25,2012,0,0.39285714285714285,NA,NA,0.25,NA
Democrat,NA,0.541666666666667,2012,0.75,0.4375,NA,NA,0.25,NA
Democrat,NA,0.578,2012,0.75,0.4633333333333333,NA,NA,0.5,NA
Democrat,NA,0.668181818181818,2012,0.75,0.6214285714285714,NA,NA,0.5,NA
Democrat,NA,0.593333333333333,2012,1,0.39,NA,NA,0.25,NA
Democrat,NA,0.677,2012,0.875,0.545,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
Democrat,NA,0.530833333333333,2012,0.5,0.54625,NA,NA,0.75,NA
NA,NA,0.565833333333333,2012,0.75,0.47375,NA,NA,0.25,NA
NA,NA,0.564166666666667,2012,0.75,0.47125,NA,NA,0.25,NA
NA,NA,0.405833333333333,2012,0.5,0.35875,NA,NA,0.25,NA
NA,NA,0.627,2012,0.75,0.545,NA,NA,0.25,NA
NA,NA,0.495,2012,0.5,0.4925,NA,NA,0,NA
NA,NA,0.599166666666667,2012,0.75,0.52375,NA,NA,0.75,NA
NA,NA,0.461666666666667,2012,0.5,0.4425,NA,NA,0.25,NA
NA,nebraska,0.586666666666667,2012,1,0.38,NA,NA,0.25,NA
NA,NA,0.626666666666667,2012,0.75,0.565,NA,NA,0.75,NA
NA,NA,0.5525,2012,0.75,0.45375,NA,NA,0.5,NA
Democrat,NA,0.716666666666667,2012,1,0.575,NA,NA,0.5,NA
Democrat,NA,0.634166666666667,2012,0.75,0.57625,NA,NA,0.75,NA
Democrat,nevada,0.538333333333333,2012,0.75,0.4325,NA,NA,0.25,NA
Democrat,NA,0.5525,2012,0.75,0.45375,NA,NA,0.5,NA
Democrat,NA,0.460833333333333,2012,0.25,0.56625,NA,NA,0.25,NA
Democrat,NA,0.5575,2012,0.75,0.46125,NA,NA,0.75,NA
Republican,NA,0.323333333333333,2012,0,0.485,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.329166666666667,2012,0.25,0.36875,NA,NA,1,NA
Democrat,NA,0.46,2012,0.75,0.315,NA,NA,0.25,NA
Republican,NA,0.446666666666667,2012,0.75,0.295,NA,NA,0.25,NA
Republican,NA,0.520833333333333,2012,1,0.28125,NA,NA,0.75,NA
Republican,NA,0.4,2012,0.5,0.32,NA,NA,0.25,NA
Republican,NA,0.355833333333333,2012,0.25,0.40875,NA,NA,0.25,NA
Republican,NA,0.38,2012,0.5,0.31142857142857144,NA,NA,0.75,NA
Democrat,NA,0.405,2012,0.625,0.295,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
Democrat,NA,0.455,2012,0.5,0.4325,NA,NA,0.25,NA
Democrat,NA,0.535,2012,0.625,0.49,NA,NA,0.25,NA
Democrat,NA,0.586666666666667,2012,1,0.38,NA,NA,0.75,NA
Republican,NA,0.584166666666667,2012,0.875,0.43875,NA,NA,0,NA
Democrat,NA,0.655,2012,1,0.4825,NA,NA,0.5,NA
Democrat,NA,0.646666666666667,2012,1,0.47,NA,NA,NA,NA
Democrat,NA,0.605,2012,1,0.4075,NA,NA,0.5,NA
Democrat,NA,0.579166666666667,2012,1,0.36875,NA,NA,0,NA
Republican,NA,0.58,2012,1,0.37,NA,NA,0.5,NA
Democrat,NA,0.402727272727273,2012,0.625,0.2757142857142857,NA,NA,0,NA
Democrat,NA,0.253636363636364,2012,0,0.3985714285714286,NA,NA,0.5,NA
Democrat,new york,0.365,2012,0.25,0.4225,NA,NA,0.25,NA
Democrat,NA,0.515833333333333,2012,0.5,0.52375,NA,NA,0.75,NA
Democrat,NA,0.495,2012,0.75,0.3675,NA,NA,0.25,NA
Democrat,NA,0.475833333333333,2012,0.25,0.58875,NA,NA,0.25,NA
Democrat,NA,0.433333333333333,2012,0.5,0.4,NA,NA,0.5,NA
Democrat,NA,0.585833333333333,2012,0.75,0.50375,NA,NA,0.75,NA
Democrat,NA,0.397272727272727,2012,0.25,0.48142857142857143,NA,NA,0.5,NA
NA,new york,NA,2012,NA,NA,NA,NA,0.5,NA
Democrat,new york,0.398333333333333,2012,0.5,0.34750000000000003,NA,NA,0.5,NA
Democrat,new york,0.405833333333333,2012,0.5,0.35875,NA,NA,0,NA
Independent,NA,0.472,2012,0.5,0.45333333333333337,NA,NA,1,NA
Independent,NA,0.601666666666667,2012,0.75,0.5275,NA,NA,0.5,NA
