party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp
NA,15,2,NA,2,2,2,1,4,1,4,6,7,4,4,5,5,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
1,21,3,1,1,1,2,1,2,1,4,4,6,4,4,3,4,2020,Other Christian,NA,NA,NA,NA,NA
NA,NA,2,NA,2,1,2,1,3,3,4,6,6,7,3,5,4,2020,Not Religious,Trump,NA,NA,NA,NA
NA,53,3,NA,2,1,2,1,4,2,4,6,7,6,2,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,13,3,NA,2,2,1,2,4,5,6,6,6,4,6,2,3,2020,Evangelical,NA,NA,NA,NA,NA
NA,27,3,NA,2,2,1,1,3,1,5,4,4,5,1,5,4,2020,Evangelical,Trump,NA,NA,NA,NA
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
NA,29,3,NA,2,2,1,1,3,3,4,5,7,7,4,3,3,2020,Not Religious,Trump,NA,NA,NA,NA
NA,48,1,NA,1,1,2,1,1,1,1,2,7,7,5,1,1,2020,Evangelical,Biden,NA,NA,NA,NA
2,22,3,NA,2,1,2,1,3,1,4,4,5,4,2,3,2,2020,Roman Catholic,Trump,NA,NA,NA,NA
4,16,2,NA,2,2,2,1,2,1,4,7,7,7,1,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,17,5,NA,1,1,2,1,4,4,4,4,4,5,5,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
2,22,3,NA,2,1,2,1,3,1,7,6,6,5,4,4,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
1,42,5,2,1,2,1,2,3,4,6,6,6,4,2,3,3,2020,Not Religious,NA,NA,NA,NA,NA
NA,48,3,NA,1,1,2,1,2,1,4,4,6,4,4,4,4,2020,Not Religious,Biden,NA,NA,NA,NA
NA,55,2,NA,2,2,1,1,3,2,4,4,4,6,4,4,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
4,6,3,NA,1,2,2,1,5,3,6,6,6,4,4,4,4,2020,Not Religious,Trump,NA,NA,NA,NA
NA,45,2,NA,2,1,1,1,2,1,4,6,7,7,1,3,2,2020,Other Christian,NA,NA,NA,NA,NA
NA,26,4,NA,2,2,1,2,3,4,7,6,6,7,6,2,4,2020,Mainline,NA,NA,NA,NA,NA
1,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA
1,21,3,NA,2,1,1,1,1,1,7,7,7,7,2,5,4,2020,Evangelical,Biden,NA,NA,NA,NA
NA,53,2,NA,2,2,2,1,4,4,4,4,6,4,4,5,3,2020,Mainline,Trump,NA,NA,NA,NA
2,4,3,NA,2,1,2,1,2,2,6,6,6,4,4,4,3,2020,Mainline,Trump,NA,NA,NA,NA
NA,38,3,NA,2,2,2,1,3,1,4,6,4,4,4,3,3,2020,Evangelical,Trump,NA,NA,NA,NA
NA,13,2,NA,1,2,1,2,3,1,4,6,7,6,4,4,4,2020,Evangelical,Trump,NA,NA,NA,NA
1,36,3,2,1,1,2,1,5,3,4,2,6,6,4,5,4,2020,Mainline,NA,NA,NA,NA,NA
4,23,2,NA,2,2,1,1,2,4,6,6,5,6,7,4,3,2020,Mainline,Biden,NA,NA,NA,NA
4,34,5,NA,2,1,2,1,5,3,7,7,7,7,4,3,4,2020,Evangelical,Biden,NA,NA,NA,NA
NA,NA,3,NA,2,2,1,1,5,1,7,4,4,4,4,3,3,2020,Evangelical,NA,NA,NA,NA,NA
NA,29,3,NA,2,2,2,2,5,3,4,7,6,4,4,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,29,3,NA,2,2,2,1,4,2,4,7,4,7,2,4,5,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
NA,48,3,NA,2,2,2,1,4,1,6,6,7,6,4,2,3,2020,Mainline,Trump,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
1,6,3,NA,2,2,2,1,5,5,7,4,6,7,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
1,8,3,NA,2,1,2,1,4,3,4,4,4,6,4,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
2,9,2,NA,1,1,2,1,3,1,4,4,4,4,4,4,5,2020,Mainline,Trump,NA,NA,NA,NA
1,6,3,NA,2,1,1,1,5,3,5,4,4,5,4,5,5,2020,Other Christian,Biden,NA,NA,NA,NA
1,36,2,NA,1,1,2,1,5,4,6,6,7,4,3,4,4,2020,Other Religion,Biden,NA,NA,NA,NA
2,6,3,NA,1,1,2,2,4,1,4,4,4,7,4,4,4,2020,Mainline,Trump,NA,NA,NA,NA
1,8,4,NA,2,1,2,1,4,2,4,6,4,4,4,5,4,2020,NA,Biden,NA,NA,NA,NA
NA,13,3,NA,1,1,2,1,3,2,4,3,5,5,4,5,5,2020,Mainline,Biden,NA,NA,NA,NA
NA,NA,1,NA,1,1,2,1,5,3,6,2,6,7,1,5,5,2020,Not Religious,NA,NA,NA,NA,NA
NA,NA,3,NA,2,2,2,1,4,3,4,4,4,4,4,4,4,2020,NA,NA,NA,NA,NA,NA
2,NA,3,NA,2,2,1,1,3,4,4,6,6,5,4,3,3,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA
4,NA,4,NA,1,1,2,2,4,2,4,6,4,5,1,5,5,2020,Evangelical,NA,NA,NA,NA,NA
1,41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA,NA,NA,NA,NA
1,42,3,NA,2,2,2,1,3,2,4,2,4,6,2,4,4,2020,Not Religious,NA,NA,NA,NA,NA
2,6,2,NA,2,2,2,2,3,1,4,4,4,4,3,3,3,2020,Mainline,Trump,NA,NA,NA,NA
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA
2,6,4,NA,2,2,1,1,2,1,6,7,6,6,2,3,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,48,3,NA,2,1,2,1,4,3,4,3,4,4,4,5,5,2020,Jewish,NA,NA,NA,NA,NA
2,32,3,NA,2,1,1,1,3,1,6,7,6,6,2,4,4,2020,Other Christian,NA,NA,NA,NA,NA
NA,1,2,NA,2,2,2,2,5,5,6,1,4,4,4,5,4,2020,Black Protestant,Biden,NA,NA,NA,NA
1,31,4,NA,1,2,2,1,4,3,4,4,4,2,4,4,4,2020,Not Religious,Biden,NA,NA,NA,NA
2,24,2,NA,2,2,1,2,4,3,6,6,6,4,1,2,3,2020,Evangelical,Biden,NA,NA,NA,NA
NA,39,4,NA,1,1,2,1,4,3,4,2,4,5,4,5,5,2020,Mainline,Biden,NA,NA,NA,NA
NA,29,3,NA,2,2,2,1,4,2,4,4,4,6,4,4,4,2020,Not Religious,Trump,NA,NA,NA,NA
2,12,2,NA,2,2,1,1,3,3,4,4,4,7,1,5,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
1,6,2,NA,2,1,2,1,4,3,4,4,4,4,4,3,3,2020,Not Religious,Biden,NA,NA,NA,NA
NA,1,3,NA,2,1,1,1,5,4,3,4,4,7,2,1,3,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA
2,36,2,NA,2,2,1,1,2,2,6,6,6,6,1,4,4,2020,Roman Catholic,Refused,NA,NA,NA,NA
NA,27,3,NA,2,2,1,1,4,3,6,7,7,4,4,4,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
1,37,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
1,12,5,NA,2,2,2,1,5,4,4,4,4,6,4,5,5,2020,Evangelical,Biden,NA,NA,NA,NA
1,6,3,NA,1,1,2,1,5,3,4,4,4,4,4,5,5,2020,Mainline,NA,NA,NA,NA,NA
NA,NA,5,NA,1,2,2,1,4,3,4,4,4,4,1,5,5,2020,Mainline,NA,NA,NA,NA,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA,NA,NA,NA,NA
NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
NA,53,2,NA,2,2,2,2,3,4,6,4,4,4,4,4,3,2020,Mainline,Biden,NA,NA,NA,NA
1,34,3,NA,2,2,1,2,1,1,1,1,1,1,1,1,1,2020,Evangelical,Biden,NA,NA,NA,NA
4,NA,5,NA,2,2,1,2,5,5,4,4,3,4,4,5,4,2020,Mainline,NA,NA,NA,NA,NA
NA,1,3,NA,1,1,2,1,5,4,6,4,4,4,4,5,5,2020,Evangelical,Biden,NA,NA,NA,NA
NA,27,3,NA,1,1,2,1,5,2,6,5,5,7,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
1,12,4,NA,2,2,2,1,3,5,6,6,6,4,7,5,5,2020,Mainline,NA,NA,NA,NA,NA
NA,55,4,NA,1,1,2,2,4,4,4,2,4,4,4,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
1,6,2,NA,2,1,2,2,3,2,5,5,5,4,4,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,17,3,NA,2,1,2,1,3,1,7,4,4,6,2,4,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
2,4,1,NA,2,2,1,2,3,1,4,4,7,7,4,5,4,2020,Not Religious,Trump,NA,NA,NA,NA
1,49,3,NA,1,1,2,1,5,3,4,4,4,4,4,5,4,2020,Other Religion,Biden,NA,NA,NA,NA
NA,15,3,NA,1,1,2,1,4,3,6,4,5,5,4,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
4,42,2,NA,2,2,1,1,3,3,4,4,4,6,4,4,4,2020,Other Christian,Biden,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
4,5,1,NA,2,1,2,1,5,3,4,4,6,7,4,5,4,2020,Other Christian,Biden,NA,NA,NA,NA
4,12,2,NA,2,2,2,1,4,1,7,7,7,4,4,1,2,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,NA,3,NA,1,1,2,2,3,2,4,6,5,7,1,4,4,2020,Other Religion,NA,NA,NA,NA,NA
NA,28,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
2,36,3,NA,2,2,2,1,3,1,4,4,5,4,4,5,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
2,36,3,NA,1,1,2,1,4,3,4,2,4,4,4,5,5,2020,Not Religious,Jorgensen,NA,NA,NA,NA
4,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
4,37,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA,NA,NA,NA,NA
4,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Religion,NA,NA,NA,NA,NA
1,8,4,NA,2,2,2,1,3,2,3,4,4,4,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
NA,48,3,NA,2,2,2,1,4,2,6,4,7,6,4,5,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,NA,2,NA,2,2,2,1,3,1,4,4,6,6,4,4,4,2020,Not Religious,NA,NA,NA,NA,NA
NA,27,2,NA,1,1,2,1,3,3,4,4,6,6,4,4,3,2020,Mainline,Trump,NA,NA,NA,NA
1,6,3,NA,2,1,2,1,4,4,4,2,4,4,4,5,5,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA
4,6,5,NA,1,1,2,1,5,2,2,5,5,6,4,4,4,2020,Other Religion,Biden,NA,NA,NA,NA
NA,47,3,NA,2,1,1,1,5,1,4,4,4,7,2,3,4,2020,Evangelical,Biden,NA,NA,NA,NA
1,42,3,NA,2,2,1,1,4,3,4,4,4,4,4,4,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,27,3,NA,2,2,1,2,1,1,6,7,7,4,1,4,2,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
NA,28,3,NA,1,2,1,1,5,3,6,7,7,4,4,5,5,2020,Mainline,Trump,NA,NA,NA,NA
4,37,3,NA,1,1,2,1,5,1,6,6,6,6,4,5,5,2020,Evangelical,Biden,NA,NA,NA,NA
2,12,3,NA,2,2,1,1,5,5,7,6,7,7,1,3,4,2020,Evangelical,Trump,NA,NA,NA,NA
4,21,3,NA,2,2,2,1,2,1,4,4,4,7,4,4,4,2020,Mainline,NA,NA,NA,NA,NA
2,9,3,NA,1,1,2,1,5,4,4,4,4,4,4,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
1,34,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
1,22,2,NA,2,1,2,1,5,2,4,4,4,6,4,4,4,2020,Other Christian,Biden,NA,NA,NA,NA
NA,48,3,NA,2,NA,NA,NA,5,2,4,3,4,4,4,5,4,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA
1,6,3,NA,1,2,2,1,5,3,2,4,4,7,6,5,4,2020,Roman Catholic,NA,NA,NA,NA,NA
4,12,3,NA,1,1,2,1,3,2,4,7,4,4,4,5,5,2020,Other Christian,Trump,NA,NA,NA,NA
NA,45,3,NA,2,2,1,2,1,1,4,7,7,7,1,5,5,2020,Evangelical,Trump,NA,NA,NA,NA
NA,29,3,NA,2,2,2,2,4,1,6,6,7,7,4,4,4,2020,Not Religious,Trump,NA,NA,NA,NA
4,NA,3,NA,2,2,1,2,3,3,4,7,6,1,6,4,5,2020,Roman Catholic,NA,NA,NA,NA,NA
4,8,3,NA,1,1,2,2,3,3,4,5,5,4,4,5,4,2020,Not Religious,Trump,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA
2,42,3,NA,2,1,2,1,5,1,7,7,4,7,4,5,5,2020,Evangelical,Trump,NA,NA,NA,NA
4,8,2,NA,2,1,2,1,4,2,6,6,6,4,4,5,5,2020,Not Religious,Trump,NA,NA,NA,NA
2,6,1,NA,1,1,2,1,5,1,6,6,6,7,4,2,2,2020,Other Christian,Trump,NA,NA,NA,NA
NA,29,4,NA,1,1,1,1,4,2,6,6,6,4,2,5,5,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,26,1,NA,2,2,2,1,3,3,4,4,4,4,4,5,5,2020,Other Religion,Biden,NA,NA,NA,NA
4,31,5,NA,2,2,1,2,2,3,4,6,6,7,7,5,4,2020,Jewish,NA,NA,NA,NA,NA
1,24,1,NA,2,2,1,2,1,3,4,6,4,2,4,2,3,2020,Evangelical,Biden,NA,NA,NA,NA
NA,15,3,NA,2,2,1,2,5,5,7,1,7,7,1,5,5,2020,Mainline,Biden,NA,NA,NA,NA
2,40,3,NA,2,2,1,1,3,2,4,4,4,4,4,3,4,2020,Evangelical,Trump,NA,NA,NA,NA
NA,26,5,NA,1,1,2,2,4,2,6,6,6,6,6,5,4,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA
NA,53,4,NA,2,2,2,1,4,1,6,7,4,5,2,4,4,2020,Other Christian,Trump,NA,NA,NA,NA
1,12,5,NA,2,2,2,1,3,2,4,4,4,5,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,1,4,NA,2,2,1,2,2,4,7,7,6,4,1,4,5,2020,Evangelical,Biden,NA,NA,NA,NA
4,9,3,NA,1,1,2,1,3,3,4,4,4,4,4,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
4,42,3,NA,2,1,1,1,5,3,4,4,4,6,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
2,19,2,NA,1,1,2,2,1,1,4,4,7,4,1,4,4,2020,Not Religious,Trump,NA,NA,NA,NA
4,25,4,2,1,1,2,1,5,4,6,6,6,6,4,4,4,2020,Roman Catholic,NA,NA,NA,NA,NA
4,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
NA,27,3,NA,2,2,1,2,2,1,6,6,6,6,1,5,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,45,4,NA,2,2,1,1,4,3,6,7,7,4,4,5,4,2020,Mainline,Biden,NA,NA,NA,NA
NA,55,4,NA,2,2,2,1,3,1,4,4,4,6,4,4,4,2020,Roman Catholic,Biden,NA,NA,NA,NA
NA,18,4,NA,2,2,2,1,4,2,6,6,4,6,4,5,4,2020,Mainline,Biden,NA,NA,NA,NA
2,6,2,NA,2,2,1,1,1,1,4,4,4,4,4,5,4,2020,Mainline,Trump,NA,NA,NA,NA
2,20,3,NA,2,2,2,1,3,1,6,6,5,4,4,4,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,18,3,NA,2,1,2,1,5,3,1,1,1,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,13,4,NA,2,1,1,2,4,3,4,4,2,3,2,4,3,2020,Evangelical,Biden,NA,NA,NA,NA
1,NA,2,NA,1,2,1,2,3,2,4,4,6,7,2,4,4,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA
4,36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
2,6,2,NA,2,2,1,1,2,1,6,4,6,6,2,4,3,2020,Other Christian,Trump,NA,NA,NA,NA
NA,51,3,NA,1,1,2,1,4,4,6,4,6,4,4,4,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
NA,48,3,NA,1,1,2,1,5,3,4,3,4,4,4,4,4,2020,Not Religious,NA,NA,NA,NA,NA
1,36,4,NA,2,1,1,1,3,3,4,2,7,4,4,5,5,2020,Jewish,Biden,NA,NA,NA,NA
4,56,2,2,2,1,2,2,4,3,4,6,4,6,4,3,3,2020,Other Christian,NA,NA,NA,NA,NA
NA,53,3,NA,1,1,2,1,1,4,2,2,4,4,4,4,5,2020,Other Christian,Biden,NA,NA,NA,NA
2,31,3,NA,2,2,2,1,3,3,6,7,6,4,4,4,4,2020,Evangelical,Trump,NA,NA,NA,NA
NA,39,3,NA,1,2,2,2,1,3,1,2,4,7,6,3,3,2020,Not Religious,Other,NA,NA,NA,NA
4,33,1,NA,2,1,2,1,4,1,6,6,4,4,4,4,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA,NA,NA,NA,NA
4,25,4,NA,2,2,1,2,1,1,4,7,7,4,4,4,4,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
1,6,3,NA,1,1,2,1,4,3,2,1,4,5,4,5,4,2020,Jewish,Biden,NA,NA,NA,NA
NA,48,2,NA,2,2,2,2,3,2,4,6,7,6,1,4,4,2020,Evangelical,Trump,NA,NA,NA,NA
NA,27,1,NA,1,1,2,1,5,2,6,6,6,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
1,6,2,NA,2,2,1,1,4,2,6,6,6,4,4,4,5,2020,Other Religion,Biden,NA,NA,NA,NA
NA,13,3,NA,2,2,2,1,4,1,6,4,4,4,4,5,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,53,3,NA,2,2,2,1,4,3,6,5,6,4,4,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,27,2,NA,2,2,2,1,4,1,5,7,6,5,2,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,29,2,NA,2,2,1,1,3,3,6,3,4,4,4,3,2,2020,Black Protestant,Trump,NA,NA,NA,NA
1,12,3,NA,1,1,2,1,4,2,4,4,4,4,4,5,4,2020,Roman Catholic,Biden,NA,NA,NA,NA
1,6,5,NA,1,2,2,1,4,2,4,1,4,7,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
2,12,3,NA,2,1,2,1,3,2,4,6,5,4,4,4,5,2020,Mainline,Trump,NA,NA,NA,NA
1,24,3,NA,2,2,1,2,3,3,4,4,4,6,2,4,4,2020,Evangelical,Biden,NA,NA,NA,NA
2,16,4,NA,1,1,1,1,3,3,5,6,7,5,3,4,4,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
2,6,2,NA,2,2,2,1,3,2,4,4,4,5,4,4,4,2020,Mainline,Biden,NA,NA,NA,NA
4,25,3,NA,1,1,2,1,5,3,3,4,6,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,48,2,NA,2,1,2,1,3,1,7,7,7,4,4,3,3,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
2,8,2,NA,2,2,1,1,3,1,7,7,7,4,1,2,2,2020,Evangelical,Trump,NA,NA,NA,NA
NA,NA,2,NA,2,2,1,2,1,5,4,5,5,6,5,1,5,2020,Other Christian,NA,NA,NA,NA,NA
NA,18,3,NA,2,2,2,1,4,3,6,6,4,6,4,4,4,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA
1,6,5,NA,1,1,2,1,4,2,6,6,6,4,4,5,5,2020,Other Christian,Biden,NA,NA,NA,NA
2,6,3,NA,2,1,2,1,3,1,4,4,4,4,4,5,5,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA
NA,18,2,NA,2,2,1,1,5,2,6,6,4,7,2,3,2,2020,Mainline,Trump,NA,NA,NA,NA
NA,48,4,NA,1,1,2,1,3,4,4,4,4,4,4,5,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,28,4,NA,2,2,1,1,1,1,6,6,6,7,1,4,3,2020,Evangelical,Trump,NA,NA,NA,NA
NA,18,3,NA,2,1,2,1,5,3,6,4,4,4,4,5,5,2020,Mainline,Biden,NA,NA,NA,NA
1,9,1,NA,1,2,1,1,1,2,4,4,4,6,1,5,5,2020,Roman Catholic,Biden,NA,NA,NA,NA
4,56,5,NA,2,2,2,1,3,3,7,5,7,7,4,5,5,2020,Other Christian,NA,NA,NA,NA,NA
NA,48,4,NA,2,2,1,2,5,5,5,6,6,4,4,2,2,2020,Other Christian,Biden,NA,NA,NA,NA
NA,55,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA
NA,39,5,NA,2,1,2,1,3,1,4,4,4,7,1,4,3,2020,Other Christian,Trump,NA,NA,NA,NA
4,40,3,NA,2,2,1,2,5,2,5,5,6,4,2,4,4,2020,Roman Catholic,Biden,NA,NA,NA,NA
NA,17,2,NA,1,2,2,1,3,2,4,1,7,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA
NA,NA,2,NA,2,2,2,1,4,1,4,4,4,6,4,4,4,2020,Roman Catholic,NA,NA,NA,NA,NA
1,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
4,6,4,NA,1,1,2,1,5,1,4,4,6,7,2,4,4,2020,Not Religious,Biden,NA,NA,NA,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA
NA,39,2,NA,1,2,2,1,3,3,6,6,6,4,4,5,5,2020,Mainline,Trump,NA,NA,NA,NA
NA,NA,4,NA,2,2,1,2,4,3,4,5,5,2,7,4,4,2020,Roman Catholic,NA,NA,NA,NA,NA
1,6,3,NA,1,2,2,2,4,1,6,6,4,7,1,5,2,2020,Not Religious,Biden,NA,NA,NA,NA
1,6,4,NA,1,1,2,1,4,5,6,4,4,4,4,5,5,2020,Other Religion,Biden,NA,NA,NA,NA
NA,51,3,NA,1,2,2,1,3,4,6,4,4,7,4,3,4,2020,Mainline,NA,NA,NA,NA,NA
NA,45,2,NA,2,2,1,1,3,2,4,6,6,4,4,3,3,2020,Not Religious,Trump,NA,NA,NA,NA
NA,48,2,NA,2,2,1,1,4,1,6,6,5,5,3,4,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
4,12,3,NA,1,1,2,1,5,3,6,1,4,4,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
NA,13,1,NA,2,1,1,1,2,1,6,4,6,4,2,3,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
NA,15,2,NA,2,2,1,1,3,3,4,4,4,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
2,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA
NA,18,3,NA,2,2,1,1,3,1,7,7,7,7,2,2,2,2020,Other Christian,Trump,NA,NA,NA,NA
NA,39,3,NA,2,2,2,2,4,2,4,4,5,4,4,4,4,2020,Mainline,Trump,NA,NA,NA,NA
NA,13,3,NA,2,2,1,1,3,2,5,7,7,4,1,4,4,2020,Evangelical,Trump,NA,NA,NA,NA
1,42,5,NA,2,1,2,1,5,3,6,3,5,4,4,5,4,2020,Not Religious,Biden,NA,NA,NA,NA
2,36,3,NA,2,2,2,1,3,3,7,1,7,4,3,5,4,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,48,3,NA,1,1,2,1,3,2,4,4,4,6,4,4,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,26,3,NA,2,2,1,2,2,3,2,2,2,6,4,2,2,2020,Not Religious,NA,NA,NA,NA,NA
NA,26,1,NA,2,2,1,1,4,2,6,6,6,4,4,5,5,2020,Mainline,Trump,NA,NA,NA,NA
1,12,3,NA,1,1,2,1,3,1,4,4,6,6,1,4,4,2020,Other Religion,Trump,NA,NA,NA,NA
2,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA
1,21,4,NA,2,3,1,1,1,2,7,7,7,7,1,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
1,42,2,NA,2,NA,2,1,5,3,4,4,4,6,4,3,2,2020,Other Christian,Refused,NA,NA,NA,NA
NA,39,2,NA,2,2,1,1,5,1,6,4,6,6,2,3,3,2020,Roman Catholic,Trump,NA,NA,NA,NA
NA,51,3,NA,2,1,2,1,4,2,4,4,4,4,4,5,5,2020,Not Religious,Biden,NA,NA,NA,NA
NA,NA,4,NA,2,2,1,1,3,3,6,6,6,4,4,5,4,2020,Other Christian,NA,NA,NA,NA,NA
NA,53,3,NA,2,1,2,1,1,1,7,7,7,7,1,4,4,2020,Other Christian,Refused,NA,NA,NA,NA
NA,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA
1,6,3,NA,2,2,1,1,3,3,4,4,4,4,4,5,5,2020,Other Christian,Biden,NA,NA,NA,NA
